YearStart,YearEnd,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Age group,Stratification2,ClassID
2015,2015,Arizona,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,48.3,48.3,46.6,50.1,Overall,Overall,C03
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",76.7,76.7,74.2,79.1,65 years or older,Female,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",61.2,61.2,53.5,68.3,50-64 years,Hispanic,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,Asian/Pacific Islander,C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",40.3,40.3,32.9,48.3,65 years or older,Hispanic,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,48.9,48.9,38.1,59.8,50-64 years,Female,C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",39.9,39.9,28,53.1,50-64 years,Native Am/Alaskan Native,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,Native Am/Alaskan Native,C06
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,,,,50-64 years,"Black, non-Hispanic",C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",56.7,56.7,48.9,64.2,65 years or older,Hispanic,C01
2015,2015,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,,,,Overall,"Black, non-Hispanic",C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.8,24.8,21.2,28.8,50-64 years,Male,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",40.1,40.1,35.1,45.3,Overall,Hispanic,C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",59.9,59.9,54.7,64.9,Overall,Hispanic,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,21.1,21.1,14.4,29.8,65 years or older,Male,C06
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",51.8,51.8,38.4,64.9,Overall,Native Am/Alaskan Native,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",27.6,27.6,24.5,30.9,50-64 years,Female,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,,,,50-64 years,Asian/Pacific Islander,C01
2015,2015,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,15.1,15.1,13.5,17,65 years or older,"White, non-Hispanic",C05
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",78.4,78.4,74.8,81.7,50-64 years,Male,C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",74.8,74.8,64.3,83,65 years or older,"Black, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",63,63,59.2,66.6,Overall,Hispanic,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,65 years or older,Asian/Pacific Islander,C01
2017,2017,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,18.5,18.5,14,24,65 years or older,Hispanic,C05
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,50-64 years,"Black, non-Hispanic",C06
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",64.6,64.6,58.4,70.4,65 years or older,Hispanic,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23,23,20.9,25.2,65 years or older,Male,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",69.9,69.9,60.1,78.2,Overall,"Black, non-Hispanic",C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,28.7,28.7,21.2,37.6,65 years or older,Female,C06
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",43.3,43.3,35.8,51.1,65 years or older,Hispanic,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",63.3,63.3,48.7,75.8,65 years or older,"Black, non-Hispanic",C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,Native Am/Alaskan Native,C06
2015,2018,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,,,,65 years or older,Native Am/Alaskan Native,C06
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,43.1,43.1,34,52.6,50-64 years,"White, non-Hispanic",C06
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",85.3,85.3,71.9,92.9,50-64 years,Asian/Pacific Islander,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",18.5,18.5,17,20,Overall,"White, non-Hispanic",C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,28.7,28.7,21.2,37.6,65 years or older,Female,C06
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",74.1,74.1,70.7,77.2,50-64 years,Female,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",22.7,22.7,21.4,24.1,65 years or older,Overall,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",25.9,25.9,22.8,29.3,50-64 years,Female,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,48.9,48.9,38.1,59.8,50-64 years,Female,C06
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",75.5,75.5,73.8,77.1,Overall,Male,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",39.3,39.3,33.9,45,Overall,Hispanic,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,50-64 years,"Black, non-Hispanic",C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,45,45,31.6,59.2,Overall,Hispanic,C06
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",77,77,74.7,79.2,65 years or older,Female,C01
2017,2017,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,,,,Overall,Asian/Pacific Islander,C05
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",92,92,82.8,96.4,Overall,Asian/Pacific Islander,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",59.7,59.7,51.7,67.1,65 years or older,Hispanic,C01
2015,2018,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,,,,65 years or older,Asian/Pacific Islander,C06
2017,2017,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,14.8,14.8,8.7,23.9,65 years or older,"Black, non-Hispanic",C05
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,22,22,16.8,28.3,65 years or older,"White, non-Hispanic",C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.2,24.2,21.8,26.7,Overall,Male,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,"Black, non-Hispanic",C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",26.1,26.1,24.4,27.8,50-64 years,Overall,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",34.5,34.5,22.8,48.3,65 years or older,Native Am/Alaskan Native,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",25.9,25.9,23.4,28.5,50-64 years,Male,C01
2017,2017,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,19.9,19.9,18.3,21.6,65 years or older,Female,C05
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,50-64 years,Native Am/Alaskan Native,C06
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23.8,23.8,22.3,25.5,Overall,Overall,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,,,,65 years or older,Asian/Pacific Islander,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",21.7,21.7,19.3,24.2,50-64 years,"White, non-Hispanic",C01
2015,2015,Arizona,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,,,,65 years or older,Asian/Pacific Islander,C03
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",60.7,60.7,55,66.1,Overall,Hispanic,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",25.2,25.2,17,35.7,65 years or older,"Black, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",75.6,75.6,74.1,77,Overall,Female,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",89.7,89.7,78.1,95.5,Overall,Asian/Pacific Islander,C01
2017,2017,Arizona,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,48,48,44.3,51.8,Overall,Hispanic,C03
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",35,35,19.1,55,65 years or older,"Black, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",62.6,62.6,52.9,71.4,50-64 years,"Black, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",88.1,88.1,78.8,93.7,Overall,Asian/Pacific Islander,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.5,24.5,22.9,26.2,Overall,Male,C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",77.1,77.1,74.6,79.5,Overall,Male,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",73.3,73.3,60.1,83.3,50-64 years,"Black, non-Hispanic",C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",65,65,45,80.9,65 years or older,"Black, non-Hispanic",C01
2015,2015,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,,,,65 years or older,Asian/Pacific Islander,C06
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,Hispanic,C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",37,37,33.4,40.8,Overall,Hispanic,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,44.6,44.6,36.6,52.9,50-64 years,Overall,C06
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,44.6,44.6,36.6,52.9,50-64 years,Overall,C06
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,,,,65 years or older,Native Am/Alaskan Native,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",20.4,20.4,18.7,22.2,50-64 years,"White, non-Hispanic",C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,22,22,16.8,28.3,65 years or older,"White, non-Hispanic",C06
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,32.3,32.3,26.9,38.1,Overall,"White, non-Hispanic",C06
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",48.2,48.2,35.1,61.6,Overall,Native Am/Alaskan Native,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.5,24.5,21.2,28.1,65 years or older,Male,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,45,45,31.6,59.2,Overall,Hispanic,C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23.2,23.2,21.4,25,65 years or older,Overall,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",17.1,17.1,15,19.5,50-64 years,"White, non-Hispanic",C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,50-64 years,Asian/Pacific Islander,C06
2015,2015,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,17.4,17.4,13.4,22.4,Overall,Hispanic,C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",20.9,20.9,19.5,22.4,Overall,"White, non-Hispanic",C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",63.7,63.7,50.1,75.4,Overall,"Black, non-Hispanic",C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",36.7,36.7,24.2,51.3,65 years or older,"Black, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",77,77,74.8,79.1,65 years or older,Male,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",26.7,26.7,16.7,39.9,50-64 years,"Black, non-Hispanic",C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",39.9,39.9,32.6,47.7,Overall,Native Am/Alaskan Native,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,65 years or older,Asian/Pacific Islander,C01
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",73.7,73.7,71.3,75.9,50-64 years,Female,C01
2015,2015,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.7,12.7,11.2,14.4,65 years or older,Overall,C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,Overall,Asian/Pacific Islander,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",76.6,76.6,73.6,79.3,65 years or older,Male,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,24.8,24.8,19.6,31,65 years or older,Overall,C06
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",62.2,62.2,57.5,66.7,50-64 years,Hispanic,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.8,24.8,23.3,26.4,Overall,Overall,C01
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,43.1,43.1,34,52.6,50-64 years,"White, non-Hispanic",C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",25.4,25.4,23.5,27.4,Overall,Female,C01
2015,2018,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.4,12.4,11.1,13.8,Overall,"White, non-Hispanic",C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",20.5,20.5,19.5,21.7,Overall,"White, non-Hispanic",C01
2015,2018,Arizona,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,13.2,13.2,12,14.6,Overall,Overall,C06
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,50-64 years,Asian/Pacific Islander,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",75.2,75.2,71.2,78.8,50-64 years,Male,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.4,24.4,23,25.9,Overall,Female,C01
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",37.8,37.8,33.3,42.5,50-64 years,Hispanic,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,50-64 years,Asian/Pacific Islander,C06
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,32.3,32.3,26.9,38.1,Overall,"White, non-Hispanic",C06
2017,2017,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,,,,65 years or older,Asian/Pacific Islander,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,Overall,Asian/Pacific Islander,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,30.7,30.7,23.6,38.8,Overall,Male,C06
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",72.4,72.4,69.1,75.5,50-64 years,Female,C01
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",74.6,74.6,72.6,76.5,Overall,Female,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,39.4,39.4,27.9,52.2,50-64 years,Male,C06
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,Hispanic,C06
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",38.8,38.8,31.7,46.5,50-64 years,Hispanic,C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",75.5,75.5,71.9,78.8,65 years or older,Male,C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",75.4,75.4,73.2,77.4,Overall,Female,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",21.6,21.6,18.3,25.2,50-64 years,Male,C01
2015,2015,Arizona,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,67.7,67.7,55.1,78.1,Overall,"Black, non-Hispanic",C03
2015,2015,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,,,,65 years or older,Asian/Pacific Islander,C06
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.6,24.6,22.6,26.8,Overall,Female,C01
2015,2018,Arizona,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,40.4,40.4,33.3,47.9,Overall,Female,C06
2016,2016,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",75.8,75.8,73.3,78.2,Overall,Male,C01
2015,2015,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",61.3,61.3,54.6,67.7,50-64 years,Hispanic,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,,,,65 years or older,Asian/Pacific Islander,C01
2015,2015,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23.3,23.3,20.9,25.8,65 years or older,Female,C01
2016,2016,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,,,,65 years or older,Asian/Pacific Islander,C05
2017,2017,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",35.4,35.4,29.6,41.6,65 years or older,Hispanic,C01
2016,2016,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",20.2,20.2,18.6,22,65 years or older,"White, non-Hispanic",C01
